10	256.8431
10.58	238.2975
11.16	262.937
11.74	223.3119
12.32	244.4639
12.9	254.0337
13.48	266.325
14.06	242.8878
14.64	247.6238
15.22	255.3563
15.8	291.2978
16.38	280.3525
16.96	292.0153
17.54	322.8435
18.12	300.3318
18.7	248.9764
19.28	331.0544
19.86	292.6875
20.44	301.9849
21.02	278.7064
21.6	301.6256
22.18	334.1445
22.76	362.6341
23.34	325.2531
23.92	332.8286
24.5	341.157
25.08	339.1032
25.66	307.0864
26.24	363.4317
26.82	317.8241
27.4	352.6123
27.98	341.5736
28.56	298.3591
29.14	335.8947
29.72	329.9223
30.3	348.614
30.88	358.8346
31.46	359.8475
32.04	349.6783
32.62	383.4084
33.2	412.3804
33.78	371.9355
34.36	369.3557
34.94	371.1572
35.52	363.8395
36.1	367.771
36.68	329.6162
37.26	372.7314
37.84	316.3382
38.42	391.0006
39	358.6359
39.58	370.496
40.16	396.2078
40.74	379.9236
41.32	378.9573
41.9	407.6379
42.48	429.0114
43.06	420.3435
43.64	385.8437
44.22	400.2348
44.8	385.6417
45.38	403.0356
45.96	369.0876
46.54	387.4698
47.12	424.6559
47.7	401.3488
48.28	391.0563
48.86	411.4981
49.44	402.1041
50.02	413.2873
50.6	416.0527
51.18	371.4182
51.76	399.9051
52.34	407.3747
52.92	420.7742
53.5	388.8541
54.08	421.6939
54.66	394.7191
55.24	411.9593
55.82	386.5448
56.4	419.8626
56.98	420.5245
57.56	435.8858
58.14	382.0992
58.72	420.8468
59.3	399.415
59.88	413.2215
60.46	412.152
61.04	457.7112
61.62	391.4462
62.2	435.5724
62.78	456.4601
63.36	449.7899
63.94	418.3948
64.52	455.2963
65.1	401.5269
65.68	425.5909
66.26	441.5939
66.84	457.6417
67.42	420.9533
68	433.7962
68.58	446.2581
69.16	420.4679
69.74	439.0692
70.32	439.6489
70.9	478.0988
71.48	425.017
72.06	475.6172
72.64	406.8764
73.22	455.2215
73.8	422.3222
74.38	437.3939
74.96	428.4015
75.54	447.1919
76.12	432.3015
76.7	480.6259
77.28	460.5398
77.86	456.2546
78.44	455.9212
79.02	452.1619
79.6	456.7491
80.18	472.0706
80.76	453.5826
81.34	457.6599
81.92	464.5433
82.5	451.14
83.08	453.9954
83.66	474.2637
84.24	444.8801
84.82	470.8141
85.4	425.0696
85.98	503.1889
86.56	450.4684
87.14	469.6969
87.72	491.8662
88.3	482.5643
88.88	469.4583
89.46	426.0033
90.04	447.1572
90.62	458.857
91.2	468.288
91.78	478.2752
92.36	487.3247
92.94	503.5882
93.52	476.4526
94.1	455.9686
94.68	424.899
95.26	478.3267
95.84	489.9472
96.42	446.3
97	496.9299
97.58	474.203
98.16	468.0769
98.74	505.5594
99.32	473.5806
99.9	458.8059
100.48	494.9736
101.06	477.8625
101.64	493.3665
102.22	472.6836
102.8	501.2151
103.38	456.4131
103.96	459.8825
104.54	509.8397
105.12	455.5614
105.7	478.8807
106.28	484.0334
106.86	499.144
107.44	438.5216
108.02	484.2269
108.6	469.3678
109.18	512.5163
109.76	450.7299
110.34	466.5625
110.92	496.0576
111.5	471.0562
112.08	495.8811
112.66	457.7661
113.24	491.2251
113.82	480.35
114.4	476.0237
114.98	486.4103
115.56	502.0135
116.14	485.791
116.72	483.1638
117.3	472.1071
117.88	518.7762
118.46	453.7998
119.04	481.7796
119.62	464.2213
120.2	490.8396
120.78	481.8997
121.36	509.0418
121.94	506.3433
122.52	483.7912
123.1	501.6781
123.68	518.097
124.26	488.5417
124.84	492.4651
125.42	521.0368
126	479.0009
126.58	431.0844
127.16	494.9795
127.74	531.2918
128.32	485.7553
128.9	494.2914
129.48	500.7439
130.06	482.3001
130.64	507.8642
131.22	491.7307
131.8	507.2931
132.38	501.8097
132.96	493.0463
133.54	436.9146
134.12	504.5871
134.7	478.925
135.28	509.8928
135.86	496.1443
136.44	486.0561
137.02	491.1189
137.6	493.2982
138.18	509.9844
138.76	498.6417
139.34	491.4964
139.92	532.4585
140.5	504.1526
141.08	495.7895
141.66	524.4141
142.24	545.3513
142.82	524.4289
143.4	521.4668
143.98	524.782
144.56	506.1614
145.14	550.9461
